gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
PTPN14	0.810714	0.8827545	-0.0720405	-1.0815043	0.29697946	0.023574492	0.0720405
LINC02728	0.55193615	0.47989956	0.072036594	0.6625169	0.5160497	0.06827081	0.072036594
MLX	3.5026588	3.430629	0.07202983	1.0564066	0.30180448	0.03841918	0.07202983
PQLC2	0.14948283	0.22149377	-0.072010934	-0.39571068	0.69713753	0.18522607	0.072010934
IL21R-AS1	0.21703796	0.2890277	-0.07198973	-1.7540593	0.10061849	0.009673197	0.07198973
CCR3	0.38624582	0.31425753	0.071988285	0.5902932	0.56129825	0.12697256	0.071988285
HSF5	0.8346568	0.90663815	-0.07198137	-1.2822568	0.21381837	0.020887751	0.07198137
SKIV2L	2.3736305	2.3016558	0.071974754	0.9376376	0.3614206	0.03380808	0.071974754
GRIP1	0.8600288	0.9319968	-0.07196802	-0.81970245	0.4249264	0.041132137	0.07196802
ARAP1-AS2	0.12720743	0.19915774	-0.07195032	-2.6265147	0.016900018	0.0055899895	0.07195032
SMAGP	2.4492154	2.5211642	-0.07194877	-0.9452827	0.35517764	0.037706416	0.07194877
MAP3K3	3.1111696	3.1830952	-0.07192564	-1.003467	0.32584193	0.04113405	0.07192564
C16orf46	0.5504354	0.47851163	0.07192379	1.4123167	0.17177938	0.018131468	0.07192379
AC097382.3	1.7460408	1.6741213	0.07191956	0.2149078	0.8325932	0.5894585	0.07191956
TMEM14C	4.040824	3.9689114	0.07191253	0.71710485	0.48173955	0.061477892	0.07191253
PPM1N	2.0352972	1.9633849	0.07191229	0.87136126	0.39400902	0.042198215	0.07191229
NDUFS2	3.925594	3.8537202	0.0718739	1.1063842	0.28202537	0.03818109	0.0718739
LRRC14	2.4813566	2.409508	0.07184863	0.61225533	0.5480237	0.07940694	0.07184863
AC020917.3	0.46259245	0.5344402	-0.07184777	-1.2700952	0.2243059	0.01714622	0.07184777
AC092617.1	0.16124465	0.08939834	0.07184631	1.6935385	0.104427636	0.01294911	0.07184631
NOP14-AS1	2.097743	2.0259125	0.07183051	1.6024542	0.122432426	0.016919192	0.07183051
MRPS9	3.0364969	2.9646697	0.07182717	0.81155604	0.42502508	0.059272747	0.07182717
KLRC1	0.06637968	0.13818547	-0.07180579	-1.4836913	0.16231212	0.012057848	0.07180579
NAPB	2.1242332	2.052433	0.07180023	0.8521531	0.40594393	0.040275227	0.07180023
AC079684.1	0.2191234	0.14732647	0.071796924	1.5402557	0.13658695	0.017378872	0.071796924
AIRN	0.41981277	0.3480237	0.071789056	1.360867	0.18643965	0.020600839	0.071789056
STIM2-AS1	0.4600013	0.38823476	0.071766526	0.6295834	0.537262	0.072932534	0.071766526
TPMT	2.6162221	2.5444622	0.07175994	1.4815792	0.15261915	0.020551212	0.07175994
AL049828.1	0.88460606	0.81285954	0.07174653	0.4321427	0.6709751	0.1540474	0.07174653
ACVR2B	1.8995266	1.9712597	-0.07173312	-0.6022411	0.5555497	0.07590001	0.07173312
ZNF773	1.4245105	1.4962356	-0.07172513	-1.0727502	0.29631314	0.04014254	0.07172513
NSFL1C	3.3537555	3.2820313	0.07172418	1.3469752	0.19059514	0.021738738	0.07172418
ACTR6	3.7165475	3.6448243	0.07172322	1.3718858	0.18317957	0.019953465	0.07172322
SNURF	1.2175467	1.289269	-0.07172227	-1.1150918	0.2777342	0.026680084	0.07172227
NUDT16L1	3.7800798	3.8517964	-0.07171655	-1.7529175	0.10105868	0.009555144	0.07171655
ANGPTL6	0.48639494	0.5580389	-0.07164395	-2.983718	0.0068269335	0.005009607	0.07164395
DAGLA	0.21764645	0.1460103	0.071636155	2.7474024	0.011438009	0.0058764545	0.071636155
AC048382.5	0.42214847	0.4937778	-0.071629345	-1.5173854	0.1433302	0.01575646	0.071629345
SULT2B1	0.18776676	0.1161479	0.07161886	1.7749693	0.089001864	0.012375609	0.07161886
CNKSR3	0.42831975	0.49993706	-0.071617305	-0.6255039	0.5425781	0.062186934	0.071617305
FAM135A	1.4230614	1.4946539	-0.07159257	-0.93447524	0.36645398	0.029386818	0.07159257
TCAF1	2.522242	2.4506717	0.0715704	0.5843869	0.5658702	0.088877805	0.0715704
ZNF107	3.0220556	2.9504864	0.071569204	0.7438887	0.46775183	0.050219547	0.071569204
AC098969.2	0.13579741	0.2073477	-0.071550295	-1.5336267	0.15033561	0.011116657	0.071550295
PAX6	0.21881032	0.29035863	-0.07154831	-1.5023624	0.15933912	0.011217337	0.07154831
ERAP1	3.1281204	3.0565772	0.07154322	0.93459415	0.35949525	0.041889887	0.07154322
PLCXD1	1.9053452	1.8338073	0.07153785	0.82791257	0.41622168	0.05165513	0.07153785
AP000240.1	0.5803131	0.5087801	0.071532965	0.58080757	0.5692999	0.08255073	0.071532965
AC006027.1	0.22139542	0.14990194	0.07149348	2.2737405	0.032448787	0.008076462	0.07149348
CIAPIN1	2.9757376	2.904246	0.07149148	0.9424482	0.35610056	0.04829211	0.07149148
ARHGEF6	3.832	3.7605102	0.07148981	1.0487164	0.30486104	0.034047935	0.07148981
NAA30	2.5871582	2.515719	0.071439266	1.3566658	0.18898875	0.018865759	0.071439266
SLC4A7	3.9251826	3.8537617	0.07142091	0.89634526	0.37912253	0.050336346	0.07142091
MATN2	0.34832454	0.2769255	0.07139903	1.1447937	0.2646789	0.026303258	0.07139903
CCT2	4.2603693	4.1889734	0.071395874	1.3478355	0.19409244	0.017370142	0.071395874
KIAA1217	0.13435169	0.0629613	0.07139038	2.2130075	0.039288674	0.010440888	0.07139038
AC068790.7	0.3761925	0.3048031	0.07138941	0.95469904	0.35054648	0.03631638	0.07138941
TTC33	2.3170662	2.2456803	0.07138586	0.7721151	0.4483477	0.05613317	0.07138586
FANCE	1.3404001	1.2690213	0.07137883	0.7927505	0.43784064	0.04837727	0.07137883
SV2A	1.0659633	0.9945906	0.07137269	0.86143166	0.39811698	0.046429038	0.07137269
CIZ1	2.8753076	2.8039455	0.07136202	0.8785265	0.39325625	0.035282116	0.07136202
SP1	2.7962177	2.7248619	0.07135582	1.0068882	0.3277176	0.029264756	0.07135582
SDAD1	3.827518	3.7561672	0.07135081	1.2666353	0.21744202	0.02449624	0.07135081
ZNF292	4.6703234	4.5989943	0.07132912	0.68343735	0.5024246	0.06584358	0.07132912
AC087284.1	0.5137793	0.44245648	0.0713228	0.67374647	0.50862914	0.06670765	0.0713228
NR2C2AP	2.7481976	2.6768787	0.071318865	1.3929043	0.17689864	0.019036023	0.071318865
CMTM8	3.272834	3.2015426	0.07129145	0.51195073	0.6145118	0.11576179	0.07129145
C15orf40	3.8011925	3.7299125	0.07128	1.8768196	0.077379376	0.009282113	0.07128
AC078883.1	1.8452435	1.9165075	-0.07126403	-0.9961363	0.33113062	0.032139946	0.07126403
ZNF45	1.2373844	1.1661335	0.071250916	1.1743121	0.2520639	0.026653059	0.071250916
ZFP28	0.83073807	0.9019405	-0.07120246	-1.3588157	0.18867542	0.018370071	0.07120246
FAM209B	0.5250237	0.45382375	0.07119995	1.2548171	0.22718446	0.018515777	0.07119995
PSMD3	3.4076476	3.3364768	0.07117081	1.0792295	0.29182595	0.030172823	0.07117081
GPX2	0.19173291	0.26289925	-0.07116634	-1.6390605	0.12773433	0.009500046	0.07116634
AC107375.1	0.92699707	0.9981537	-0.07115662	-0.6666492	0.5129994	0.0680662	0.07115662
RPL26	8.54023	8.611373	-0.07114315	-1.2568448	0.2239929	0.020059189	0.07114315
DXO	2.4058175	2.3346777	0.07113981	0.76490694	0.45238468	0.057650764	0.07113981
DNAJC4	3.4603336	3.3892086	0.07112503	1.4691645	0.15550613	0.016848506	0.07112503
RNF126	4.1269007	4.0557785	0.07112217	1.2572632	0.22183985	0.021966135	0.07112217
RTL6	1.20012	1.1290351	0.07108486	0.72827643	0.47463024	0.060083497	0.07108486
NFKBIL1	2.2926579	2.3637376	-0.07107973	-0.9368659	0.3583625	0.04602882	0.07107973
LIMD1	2.1438394	2.072761	0.0710783	0.58925295	0.5620056	0.09192782	0.0710783
LCAT	0.75453323	0.825606	-0.07107276	-0.95114845	0.35732368	0.028930468	0.07107276
INTS4	2.4935546	2.422497	0.07105756	0.8929383	0.38235703	0.039925504	0.07105756
LTBP3	3.318703	3.3897598	-0.07105684	-0.6747446	0.50969696	0.059178356	0.07105684
AL450326.1	1.1836023	1.1125702	0.07103217	1.1643735	0.25893778	0.022818333	0.07103217
ST7L	2.5395446	2.4685256	0.071018934	1.5771447	0.1297064	0.01392001	0.071018934
INO80D	3.6668053	3.595796	0.07100916	0.8653908	0.39871782	0.038461216	0.07100916
CXCL16	0.69639933	0.76740235	-0.07100302	-0.46799865	0.6444878	0.14778851	0.07100302
TMEM86B	1.3380203	1.2670304	0.07098997	0.744095	0.46533266	0.056908377	0.07098997
OXLD1	3.9118953	3.8409069	0.07098842	0.90290517	0.37557343	0.047610346	0.07098842
RABEP1	3.3463402	3.2753575	0.070982695	0.9402735	0.3565089	0.04450109	0.070982695
AL158212.3	0.8432098	0.7722591	0.07095069	0.42051223	0.67950404	0.15527415	0.07095069
SELENON	2.073076	2.1440136	-0.07093763	-1.2050173	0.24023212	0.025126385	0.07093763
ZNF33A	3.8318043	3.7608807	0.07092357	1.0639054	0.30067733	0.027315281	0.07092357
ZFYVE26	1.5486193	1.4777118	0.07090747	1.023078	0.31680608	0.034010198	0.07090747
AATF	3.8646147	3.7937217	0.07089305	1.4348217	0.16475222	0.020597849	0.07089305
SS18	3.3746872	3.303809	0.07087827	1.2068919	0.23925324	0.026193088	0.07087827
CYP2F1	0.19993484	0.12907942	0.070855424	1.4513317	0.15975794	0.018075118	0.070855424
AC006213.2	0.985304	1.0561293	-0.07082534	-0.9550326	0.34908998	0.041198533	0.07082534
CASP8AP2	3.819717	3.7489047	0.070812225	0.84081334	0.4088889	0.050704207	0.070812225
GOLPH3	3.2581072	3.1873085	0.070798635	1.3134973	0.20144239	0.022374408	0.070798635
TRAV26-1	0.83789784	0.90868187	-0.07078403	-0.8106252	0.42614517	0.051173184	0.07078403
GNB3	0.09441021	0.16518027	-0.070770055	-1.8245913	0.08489701	0.009710455	0.070770055
NPAS1	0.14941987	0.22015616	-0.07073629	-2.7759354	0.012764583	0.004837461	0.07073629
ZNF519	1.9777992	2.0485196	-0.070720434	-1.3069104	0.20363945	0.023015961	0.070720434
TVP23C	1.517735	1.5884383	-0.07070327	-1.1752651	0.25218204	0.025106775	0.07070327
HCG14	0.3371148	0.2664159	0.07069892	1.381768	0.18776578	0.014391745	0.07069892
GUCY1A1	0.11065237	0.039961226	0.070691146	1.513718	0.14739113	0.020888487	0.070691146
AC087289.5	0.44263285	0.3719438	0.07068905	1.2546499	0.22493522	0.029377652	0.07068905
ZNF436	0.6597806	0.5891261	0.07065451	1.3012027	0.20651197	0.020486569	0.07065451
CAMK2N1	1.7425508	1.6719087	0.07064211	0.4570992	0.6536198	0.12925225	0.07064211
SCNM1	3.48728	3.41664	0.07063985	1.2535481	0.22429208	0.028542874	0.07063985
SPON1	1.3391132	1.40975	-0.07063675	-0.66132885	0.51483995	0.08013081	0.07063675
RBM19	2.6467338	2.7173684	-0.0706346	-0.95734066	0.3535064	0.029063214	0.0706346
YIPF5	3.3721688	3.3015342	0.0706346	1.1439124	0.26410627	0.02790691	0.0706346
BEX2	4.0652857	3.9946568	0.07062888	1.1623198	0.25681064	0.02668884	0.07062888
PARS2	0.4498334	0.37922072	0.07061267	0.90813977	0.3730407	0.048340064	0.07061267
AL592435.1	1.0242515	0.9536748	0.07057667	0.3661419	0.7189147	0.20147142	0.07057667
FBXW9	1.2934487	1.2228739	0.07057476	1.3348716	0.19791375	0.017467186	0.07057476
MIA3	4.023574	3.9530265	0.07054734	1.1049354	0.28130448	0.027306039	0.07054734
LTN1	3.471825	3.4012794	0.070545435	1.0007054	0.3272625	0.035193063	0.070545435
PXYLP1	1.9062011	1.9767311	-0.07052994	-0.55946034	0.5812403	0.10873887	0.07052994
CLCN6	1.2576089	1.3280636	-0.07045472	-1.0011562	0.33263716	0.026471134	0.07045472
HSD11B1-AS1	0.6140393	0.5435892	0.07045013	0.60965544	0.54952127	0.07811986	0.07045013
PRKAR2B	0.56629956	0.4958542	0.07044536	1.1751854	0.2529144	0.03137867	0.07044536
NIPSNAP2	3.5060756	3.4356427	0.0704329	1.4342532	0.16925822	0.0146185495	0.0704329
RBBP5	2.7711058	2.700685	0.07042074	0.89869136	0.37819472	0.042326875	0.07042074
EGFL8	1.0927644	1.1631567	-0.07039237	-0.43783355	0.6672134	0.14016758	0.07039237
UBTD2	1.3483975	1.2780235	0.07037401	1.0014901	0.326683	0.03605245	0.07037401
HNRNPUL1	4.501051	4.43068	0.07037115	0.7810494	0.44696856	0.042531956	0.07037115
CCDC159	2.5731397	2.5027707	0.070369005	1.0474261	0.30798668	0.027741501	0.070369005
AC009120.2	1.6656393	1.5952744	0.07036483	0.20961931	0.83649373	0.61398906	0.07036483
SMAD2	3.8806443	3.9509964	-0.07035208	-1.0772094	0.29352182	0.028018784	0.07035208
AC026979.4	0.9788915	0.90855587	0.07033563	0.33933815	0.7388549	0.22615366	0.07033563
CCT7	4.53708	4.4667444	0.07033539	1.340778	0.19325745	0.019530315	0.07033539
AC025917.1	0.12611936	0.19645435	-0.070334986	-1.6612959	0.122734845	0.009145312	0.070334986
FRS3	0.9197286	0.84941673	0.070311844	1.1870735	0.24714527	0.025277564	0.070311844
SLC17A3	0.16570054	0.09539147	0.07030907	1.6502541	0.11198788	0.014174089	0.07030907
ALG6	2.365684	2.2953844	0.070299625	1.5348486	0.13852355	0.017972106	0.070299625
CD300A	2.1295242	2.0592349	0.07028937	0.34071943	0.7362981	0.30415198	0.07028937
DCP1A	3.2491064	3.178835	0.07027149	0.9223103	0.36765742	0.03574468	0.07027149
AC016813.1	0.12216674	0.05189715	0.070269585	2.209136	0.0379214	0.0095574865	0.070269585
CRNDE	0.22364798	0.15339859	0.07024939	1.2377752	0.23174246	0.030319154	0.07024939
ALKBH3	2.5271382	2.4568915	0.0702467	1.1296903	0.27022913	0.027347414	0.0702467
HMG20B	3.226337	3.1561108	0.07022619	1.5873652	0.12553142	0.015422511	0.07022619
RAP2C	3.1169462	3.046723	0.07022333	1.4215553	0.16802178	0.01908579	0.07022333
CACNB2	1.0184946	1.088715	-0.07022035	-0.98747903	0.3389734	0.02709817	0.07022035
AL359504.2	1.0541835	1.1243782	-0.07019472	-0.87161964	0.39319894	0.041977942	0.07019472
IARS2	3.6488037	3.578622	0.07018161	1.6911551	0.10623144	0.0116775585	0.07018161
CTBP1-DT	2.7462394	2.676059	0.070180416	1.2231976	0.2341522	0.028230038	0.070180416
SLC26A4-AS1	0.5254011	0.4552242	0.07017693	0.71382457	0.48465315	0.055465236	0.07017693
AC092117.1	0.6166048	0.5464331	0.070171714	1.5275028	0.14265703	0.013797148	0.070171714
WNT6	0.10176848	0.031618223	0.070150256	3.6076763	0.0017227255	0.004458178	0.070150256
GOLGA7B	2.203874	2.133742	0.07013202	0.92011786	0.3666674	0.04396577	0.07013202
FBXW2	3.1877723	3.1176438	0.07012844	1.4324236	0.16557878	0.020409709	0.07012844
TMEM106C	2.933022	2.8628948	0.07012725	1.2400235	0.22710048	0.025749583	0.07012725
AC005726.1	1.5364711	1.4663558	0.07011533	0.660908	0.5166853	0.066758305	0.07011533
AL117381.1	0.68500704	0.75511754	-0.0701105	-1.0860481	0.2896219	0.027490411	0.0701105
HMOX2	4.208919	4.13881	0.07010889	0.9118703	0.37146133	0.040384352	0.07010889
C19orf73	1.23119	1.1610937	0.070096254	1.532714	0.14456	0.012394594	0.070096254
IMMP1L	2.9843998	3.054483	-0.07008314	-1.3397295	0.20097815	0.014878256	0.07008314
ZNF483	2.2929878	2.222907	0.07008076	0.58957326	0.56230444	0.084891945	0.07008076
AC097717.1	0.19572532	0.12565812	0.0700672	2.0692616	0.051774852	0.008118758	0.0700672
AL391056.2	0.16337797	0.09331215	0.07006582	2.090911	0.048257902	0.008500214	0.07006582
CDRT4	0.68221897	0.6121596	0.07005936	0.61146295	0.5480243	0.07890797	0.07005936
AC107952.2	0.34808004	0.4181362	-0.07005617	-1.0642611	0.30453378	0.022928467	0.07005617
C3orf35	1.2113935	1.1413417	0.07005179	0.29674324	0.770349	0.3024513	0.07005179
AL049543.1	0.30721062	0.3772623	-0.07005167	-0.8762256	0.3904823	0.04221358	0.07005167
AC104823.1	0.23922305	0.30924448	-0.070021436	-1.0249138	0.32256258	0.024237609	0.070021436
BEX5	2.1721406	2.2421594	-0.07001877	-0.5126267	0.6148547	0.10313666	0.07001877
COL8A1	0.41780132	0.34779525	0.07000607	1.2251102	0.23932242	0.017913233	0.07000607
ZNF793	1.9050878	1.9750891	-0.070001245	-0.6015929	0.5571568	0.067086466	0.070001245
USP21	1.7258338	1.6558506	0.069983125	0.96735287	0.3454885	0.03192549	0.069983125
LPCAT2	0.29634386	0.22638778	0.06995608	0.6171857	0.54298985	0.099634714	0.06995608
SLC25A25-AS1	1.8067443	1.8766562	-0.06991184	-0.5924655	0.5619851	0.07408966	0.06991184
JAG1	0.24179931	0.1718923	0.06990701	1.1053332	0.28322652	0.024224967	0.06990701
TFAP4	2.475522	2.5454183	-0.06989622	-1.1030968	0.28114757	0.029034728	0.06989622
RBM3	5.550993	5.481099	0.06989384	1.0116246	0.32294697	0.03160164	0.06989384
UBE2H	3.958185	3.8883338	0.06985116	1.1953968	0.24389915	0.027865058	0.06985116
AC025171.2	2.7307367	2.8005672	-0.06983042	-0.3096839	0.7602615	0.29443347	0.06983042
TLR8	0.14995691	0.08013208	0.06982483	0.71260816	0.4829593	0.0718922	0.06982483
TBC1D23	2.6830199	2.6132042	0.069815636	0.9574458	0.34793773	0.04139782	0.069815636
LDLRAP1	4.2724943	4.3422785	-0.069784164	-0.54671305	0.590719	0.09880128	0.069784164
GALNT2	2.3279	2.2581263	0.069773674	1.0700837	0.29757854	0.02660178	0.069773674
CORO2A	2.2851503	2.2153804	0.06976986	0.53391844	0.6003846	0.094292015	0.06976986
TPGS2	3.2584481	3.1886857	0.06976247	1.0474285	0.30603456	0.0371551	0.06976247
AC004223.4	0.20719579	0.27695066	-0.06975487	-1.3319542	0.20438263	0.014535144	0.06975487
MAPK3	2.927371	2.8576274	0.06974363	1.0317391	0.31248084	0.03467716	0.06974363
LILRB4	0.25525117	0.18550998	0.06974119	0.5018902	0.620341	0.13912939	0.06974119
KNSTRN	1.2158158	1.1460801	0.069735646	0.7309987	0.47200766	0.07196443	0.069735646
MRPL33	4.318018	4.248295	0.06972313	1.828872	0.080228336	0.011167143	0.06972313
AL096794.1	0.19167843	0.1219575	0.06972093	1.594194	0.12406554	0.015709208	0.06972093
RPL23	7.507273	7.576991	-0.069717884	-1.1293124	0.27013353	0.027696943	0.069717884
NOTCH4	0.3983925	0.32868093	0.069711566	1.6429123	0.11374028	0.013634027	0.069711566
PYGL	0.21906146	0.14938119	0.06968027	0.5638546	0.5783834	0.10279486	0.06968027
SPRTN	2.9610307	2.8913796	0.06965113	1.5894488	0.12635343	0.013539234	0.06965113
SPRED3	0.45303822	0.38338858	0.06964964	1.5616071	0.13905981	0.0113884015	0.06964964
TCF20	2.779626	2.7099843	0.06964159	0.900274	0.38084057	0.03358377	0.06964159
AL355512.1	0.5111957	0.4415594	0.069636315	0.73281616	0.47326872	0.05190085	0.069636315
ZNF420	2.1205578	2.1901906	-0.06963277	-0.7294693	0.47286832	0.06509912	0.06963277
AC106886.5	0.111697525	0.18132879	-0.06963126	-0.48495233	0.63428396	0.11036541	0.06963126
TSPAN14	4.3489046	4.279276	0.069628716	0.7048729	0.4878399	0.068460524	0.069628716
MRC2	0.72589165	0.6562639	0.06962776	0.8463446	0.40578073	0.04925972	0.06962776
C12orf56	0.1463739	0.07675573	0.069618165	2.5550668	0.018415648	0.0074557704	0.069618165
ARRDC3	4.201426	4.2710366	-0.069610596	-0.52803034	0.60254335	0.118222296	0.069610596
PAK4	1.359386	1.289781	0.06960499	0.665447	0.5147915	0.060826275	0.06960499
SPATA20	1.4147341	1.3451356	0.069598556	0.5205525	0.6079739	0.11526671	0.069598556
PRSS53	0.9565551	0.886958	0.069597125	0.5131936	0.6148772	0.09820024	0.069597125
RPAIN	3.972086	3.9024913	0.06959462	1.9784837	0.06409731	0.008031627	0.06959462
RYK	3.227385	3.1577938	0.069591284	0.94400007	0.35512736	0.03729463	0.069591284
AL121845.4	0.48553455	0.55512035	-0.0695858	-1.1454136	0.2713715	0.019183496	0.0695858
RPS12	9.329855	9.399439	-0.06958389	-1.6947159	0.10309644	0.013353577	0.06958389
AC074099.1	0.17064321	0.101075076	0.069568135	0.79862356	0.4326591	0.052499775	0.069568135
TMEM30A	3.395719	3.326154	0.06956506	1.1153394	0.27631003	0.027221922	0.06956506
AC005586.2	0.048148338	0.117698275	-0.06954993	-2.0722919	0.06037695	0.0062072002	0.06954993
IRF2BP1	2.077948	2.1474836	-0.069535494	-0.7090058	0.48613226	0.06124965	0.069535494
NAA15	3.6359575	3.5664508	0.069506645	1.2499777	0.22335966	0.023922896	0.069506645
BMT2	2.215703	2.285207	-0.06950402	-1.263952	0.22001617	0.020174924	0.06950402
CBWD6	0.9224258	0.99192494	-0.069499135	-0.9947106	0.3299387	0.03538654	0.069499135
NPFF	0.66831446	0.59882504	0.06948942	0.51802874	0.6111952	0.09920804	0.06948942
TRAPPC2	3.5851798	3.5156949	0.06948495	1.4403507	0.16269262	0.018154044	0.06948495
NIM1K	0.12901677	0.059533976	0.069482796	4.030623	0.00050783646	0.0032326994	0.069482796
MEX3D	0.5697998	0.63927305	-0.06947327	-0.83424807	0.41450927	0.04182125	0.06947327
AC009318.3	1.3740675	1.3046014	0.069466114	0.77104944	0.45248318	0.042936184	0.069466114
BTK	0.348475	0.27901024	0.06946477	0.41648236	0.6809851	0.18557823	0.06946477
AC004706.1	0.28952307	0.35898632	-0.06946325	-0.8415059	0.40962592	0.0435352	0.06946325
AC106886.3	0.37287366	0.4423229	-0.069449246	-1.1809744	0.26066676	0.016481353	0.069449246
AVIL	0.9447596	1.0142069	-0.06944728	-0.7670918	0.4558748	0.041105594	0.06944728
HIF1A	3.7338693	3.6644359	0.06943345	0.9149957	0.37007365	0.038594253	0.06943345
RNF6	3.1170912	3.0476713	0.06941986	1.1006885	0.28200552	0.029593498	0.06941986
GDPD3	0.9670307	1.036446	-0.06941527	-1.0145031	0.3287697	0.023149833	0.06941527
LGALS9B	0.09023424	0.02085195	0.069382295	2.0835152	0.052227944	0.011315135	0.069382295
C12orf45	3.2439291	3.3132977	-0.0693686	-1.7117705	0.101789206	0.011394117	0.0693686
PRL	0.020733044	0.090095505	-0.06936246	-0.95661724	0.36318424	0.020481372	0.06936246
RPL18A	8.603865	8.6732235	-0.069358826	-1.5530517	0.13374458	0.015047767	0.069358826
JRK	1.6919088	1.7612654	-0.06935656	-0.67671984	0.50723326	0.06058467	0.06935656
RAB5B	3.0449963	2.9756532	0.06934309	1.1688578	0.2565639	0.02212975	0.06934309
LY86	1.1349423	1.0656163	0.06932604	0.38493648	0.70367944	0.23599356	0.06932604
AL355574.1	0.45205516	0.52138025	-0.06932509	-0.8182137	0.4268179	0.03651967	0.06932509
ENPP3	0.14143096	0.21073845	-0.06930749	-2.6465223	0.014452649	0.005786163	0.06930749
TFB2M	2.1721787	2.102881	0.06929779	1.0692912	0.29561108	0.031343523	0.06929779
ZNF404	0.7570611	0.82635486	-0.06929374	-0.9405189	0.35803702	0.034291632	0.06929374
AC074050.2	0.080677256	0.011405034	0.06927222	4.2393885	0.00047383504	0.0035730624	0.06927222
SLC25A45	3.8766704	3.9459357	-0.069265366	-1.0331743	0.31186804	0.03509422	0.069265366
AC005562.1	1.6203142	1.5510793	0.06923497	0.2238713	0.825691	0.5076943	0.06923497
AL034397.3	0.24813375	0.17891836	0.06921539	0.8701623	0.3932686	0.043524757	0.06921539
IGFBP2	0.07960632	0.14880255	-0.06919623	-2.2442641	0.03617635	0.006966373	0.06919623
CHMP6	2.9769988	2.9078124	0.06918645	1.2213287	0.23385683	0.0242716	0.06918645
AC093423.2	0.24032329	0.17115214	0.069171146	1.559183	0.13292938	0.014150286	0.069171146
PRPF39	2.7631269	2.6939623	0.069164515	1.288732	0.21015391	0.020872178	0.069164515
ZNF274	3.2917862	3.3609395	-0.06915331	-0.79622704	0.43461582	0.049099106	0.06915331
HDAC7	3.6111715	3.6803157	-0.06914425	-0.85062754	0.4077944	0.035735358	0.06914425
HOOK2	2.6789646	2.7481065	-0.069141865	-0.8347859	0.4163708	0.037092246	0.069141865
TAF9B	2.0942476	2.0251281	0.06911945	1.321472	0.20110968	0.017842881	0.06911945
AL360270.2	0.5207591	0.45167574	0.06908336	0.6190499	0.54408664	0.06951539	0.06908336
ARMCX6	3.0717797	3.0026994	0.06908035	1.6712834	0.11105339	0.0111869	0.06908035
COX18	2.738707	2.6696637	0.0690434	1.1958328	0.25186893	0.01736843	0.0690434
SLC44A3	0.20753609	0.13849807	0.06903802	1.467368	0.15586028	0.01605299	0.06903802
ZNF414	3.0359814	3.1050167	-0.06903529	-1.0596449	0.303384	0.025185015	0.06903529
CAMTA1-DT	0.3100977	0.24106543	0.06903227	2.326758	0.03202797	0.006125958	0.06903227
RADX	1.2207372	1.1517079	0.06902933	0.26099983	0.7975374	0.3642828	0.06902933
RGL2	2.5089269	2.577935	-0.06900811	-0.70720077	0.48979318	0.05108417	0.06900811
POLR2D	2.9936223	2.9246318	0.06899047	2.0031695	0.05661707	0.009685895	0.06899047
LINC02158	0.11040564	0.04142	0.06898564	3.498695	0.0023670648	0.004590759	0.06898564
AC005944.1	1.1936598	1.2626264	-0.06896663	-0.63460803	0.5332882	0.07017411	0.06896663
ZSCAN9	0.437186	0.36824134	0.06894466	0.7500568	0.46322337	0.04820872	0.06894466
RNF24	2.2963154	2.2273784	0.06893706	1.0357499	0.31075373	0.032389123	0.06893706
AC124312.2	0.08878802	0.15771994	-0.06893192	-2.00582	0.070525706	0.0060644145	0.06893192
POLR3H	2.3635705	2.2946506	0.0689199	1.3833895	0.18057033	0.017103186	0.0689199
AL132657.1	0.18596013	0.25487167	-0.06891154	-1.2521337	0.22767217	0.01767217	0.06891154
CXorf56	2.294756	2.2258446	0.068911314	1.8300644	0.080292515	0.012496131	0.068911314
FLCN	2.4553318	2.386426	0.06890583	0.6433937	0.52766377	0.06835183	0.06890583
ABCB11	0.40172076	0.33288425	0.06883651	0.7280581	0.47664902	0.049742684	0.06883651
RAB22A	3.4202425	3.3514206	0.06882191	1.2292647	0.23182327	0.021638649	0.06882191
AL158211.2	0.11535096	0.04653974	0.06881122	4.0241675	0.00059668726	0.0030157154	0.06881122
FAM98B	3.143703	3.0748975	0.068805456	1.0630645	0.30077225	0.026072444	0.068805456
CHRM3	0.17878997	0.24758358	-0.06879361	-1.8050361	0.0868535	0.0097058965	0.06879361
AL662884.4	0.06611279	0.13489366	-0.06878087	-0.68260705	0.50627446	0.05010958	0.06878087
FBLN7	2.2438707	2.3126469	-0.06877613	-1.2414833	0.22785553	0.026820099	0.06877613
KRR1	4.3233204	4.254562	0.06875849	1.7587078	0.09202471	0.011394234	0.06875849
MS4A6A	1.1732128	1.2419649	-0.06875217	-0.21642509	0.8305099	0.7088304	0.06875217
CLPB	2.2654557	2.196733	0.068722725	0.7942287	0.43888614	0.040412523	0.068722725
CREBL2	3.0819368	3.0132174	0.06871939	1.0098147	0.32280713	0.03354849	0.06871939
PLOD1	0.4944148	0.42571586	0.06869894	1.0710943	0.29510042	0.029316675	0.06869894
AL162377.3	0.09274414	0.1614426	-0.06869845	-0.5418051	0.59591436	0.08312655	0.06869845
