gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
ZMYM6	2.1740055	2.0449057	0.12909985	2.3578646	0.02451741	0.046140302	0.12909985
AE000662.93	0.32616937	0.45526582	-0.12909645	-2.5194504	0.022220185	0.023719087	0.12909645
C16orf62	2.4348903	2.3057985	0.12909174	1.6417242	0.12025527	0.048485663	0.12909174
AC079602.1	0.32119906	0.19212629	0.12907277	3.0278249	0.0053748577	0.025569446	0.12907277
ACTR3B	1.4174689	1.5465279	-0.12905896	-2.3639872	0.027618404	0.033331156	0.12905896
NHS	0.43053895	0.30157286	0.1289661	2.152969	0.037235532	0.06763085	0.1289661
FAM126B	3.2758746	3.1469133	0.12896132	2.5238159	0.02097105	0.025995221	0.12896132
SULF2	3.132361	3.2613182	-0.12895727	-0.97447973	0.33827963	0.22305413	0.12895727
DAB2	1.600817	1.7297734	-0.12895644	-0.99428517	0.330971	0.17677304	0.12895644
CTD-2031P19.5	1.1506745	1.0217198	0.12895465	0.8617924	0.40236163	0.15441483	0.12895465
HIST1H4F	0.23002674	0.101097055	0.12892967	2.8668709	0.0066479896	0.03706	0.12892967
DDHD1	2.8188639	2.6899774	0.12888646	2.2489717	0.03580343	0.03471846	0.12888646
GADD45GIP1	4.6043844	4.4755054	0.12887907	3.1872153	0.002872795	0.029790698	0.12887907
MBTD1	2.0460362	1.917163	0.12887323	2.78902	0.011068841	0.02421389	0.12887323
LZTFL1	1.7850785	1.9139367	-0.12885821	-2.1893532	0.038049296	0.04358611	0.12885821
ZC3H15	4.5513453	4.422501	0.12884426	3.3989162	0.002262756	0.01990917	0.12884426
NDUFB11	5.3839974	5.2551646	0.12883282	4.586256	4.1364074e-05	0.01750881	0.12883282
VPS26A	3.3505156	3.2217329	0.12878275	1.7231516	0.09884105	0.061376017	0.12878275
ADAT3	1.0438617	0.9151013	0.12876046	1.4895853	0.14873695	0.09041252	0.12876046
DDX18	4.5917516	4.7205043	-0.12875271	-2.0943842	0.053077158	0.029815927	0.12875271
G2E3	2.4468658	2.3181288	0.12873697	1.7759651	0.098510236	0.032602005	0.12873697
KIAA0196	2.4183652	2.2896888	0.12867641	1.7461721	0.100559294	0.04157324	0.12867641
TNFRSF25	3.5911162	3.719753	-0.12863684	-1.3725908	0.17997254	0.12156187	0.12863684
UBE2K	3.720031	3.5914133	0.12861776	2.7652416	0.010099783	0.029991142	0.12861776
ITIH5	0.48459128	0.35598096	0.12861031	2.7557971	0.009107548	0.037103508	0.12861031
ING2	2.7957478	2.9243371	-0.12858939	-2.0796585	0.048196662	0.046712775	0.12858939
MICA	2.2487028	2.1201155	0.12858725	1.8006455	0.081261456	0.07457121	0.12858725
SLC5A2	0.55769765	0.6862838	-0.12858617	-2.2925801	0.03394305	0.030361818	0.12858617
KMT2C	3.5646255	3.4361176	0.12850785	2.9562166	0.007569123	0.021868622	0.12850785
KLHL11	0.86348563	0.9919705	-0.12848485	-1.5347941	0.14542608	0.051229894	0.12848485
CACNA1D	0.24578568	0.11734011	0.12844557	3.9872983	0.0002990795	0.01979246	0.12844557
ZNF804A	0.57449424	0.44605067	0.12844357	2.3783789	0.025449496	0.036633458	0.12844357
AC068831.10	0.33387345	0.46230918	-0.12843573	-3.0597322	0.005033703	0.024526484	0.12843573
EPS8	1.0805043	0.95215017	0.12835413	1.2378274	0.22817634	0.12007632	0.12835413
SCAMP5	0.5341626	0.66249853	-0.12833595	-1.4456081	0.16935875	0.054450158	0.12833595
PIGS	2.751627	2.6233065	0.12832046	2.3630915	0.023959529	0.046861842	0.12832046
NME2	2.0381389	1.9098186	0.12832022	2.988591	0.006051348	0.025222382	0.12832022
PLEKHF1	2.4805353	2.6088438	-0.12830853	-0.7974763	0.4363958	0.20408998	0.12830853
SEPT5	0.4841621	0.35585606	0.12830603	1.368633	0.17902409	0.14857438	0.12830603
ZBTB8OS	3.8981147	3.7698278	0.12828684	2.388353	0.023864742	0.039952125	0.12828684
ZRSR2	3.6764545	3.548198	0.12825656	1.8800021	0.07572278	0.044553567	0.12825656
VPRBP	1.7821152	1.6538959	0.12821937	2.3835843	0.029752692	0.02475373	0.12821937
PHF8	2.041546	1.9133422	0.12820387	3.5345361	0.0010538193	0.025633652	0.12820387
AL590822.2	0.36467934	0.49287793	-0.1281986	-2.42482	0.027104443	0.024634602	0.1281986
EP400NL	1.8743166	1.746119	0.12819755	1.8008084	0.085651584	0.055126116	0.12819755
ARC	0.3276423	0.45583114	-0.12818885	-1.9850662	0.059002362	0.048808616	0.12818885
ARVCF	0.5487096	0.67689234	-0.12818277	-1.9334852	0.06836009	0.042366568	0.12818277
NUPL1	2.8964477	2.768283	0.12816477	2.1936219	0.037919525	0.04225803	0.12816477
COL6A1	0.5450736	0.6732355	-0.12816185	-1.3692999	0.18971659	0.068235725	0.12816185
PIGP	3.2075381	3.3356497	-0.1281116	-3.0365345	0.005597653	0.023484875	0.1281116
CEACAM21	1.743217	1.6151134	0.12810361	0.6756297	0.5110917	0.19532853	0.12810361
ARHGEF35	0.60555387	0.7336288	-0.12807494	-1.313452	0.20607874	0.08095925	0.12807494
ABR	2.538629	2.4105673	0.12806177	1.9158306	0.06812985	0.05065654	0.12806177
SGPP1	1.9648585	1.8367978	0.1280607	1.1189902	0.27575216	0.13374719	0.1280607
ATG14	2.2941444	2.1661284	0.128016	2.4070015	0.029079752	0.022890044	0.128016
CAMP	0.43416703	0.30618468	0.12798235	2.3551195	0.025487442	0.041702706	0.12798235
ZNF239	0.34338838	0.4713216	-0.12793323	-2.139435	0.047540724	0.030846348	0.12793323
MTM1	2.15085	2.0229268	0.12792325	2.3554223	0.026197111	0.038891267	0.12792325
RAP2C-AS1	1.0561507	0.92822844	0.12792224	2.8994262	0.008543159	0.022611761	0.12792224
UBR5	2.968894	2.840988	0.12790608	2.4810276	0.023138238	0.025882013	0.12790608
NPIPA1	1.4280837	1.3002187	0.12786496	1.7476666	0.09505224	0.056665026	0.12786496
RP11-351D16.3	0.72568935	0.59792197	0.12776738	2.0509152	0.05599238	0.034068655	0.12776738
NUP35	2.0556479	2.1834018	-0.12775397	-2.354294	0.028003393	0.033421416	0.12775397
RP11-1094M14.12	0.22787082	0.10014081	0.12773001	3.4916515	0.0011836793	0.026247738	0.12773001
LIAS	2.5183976	2.6461232	-0.1277256	-2.7976573	0.010319938	0.025331678	0.1277256
PPIL4	3.0014997	2.8737755	0.12772417	2.2805676	0.031361375	0.03950229	0.12772417
LINC00900	0.18888949	0.061190292	0.1276992	5.0770545	1.4415208e-05	0.012312205	0.1276992
FMO5	1.0845063	0.9568132	0.12769306	2.2860825	0.029654844	0.044188373	0.12769306
TP73	0.2644395	0.13676341	0.12767608	2.4088259	0.0209112	0.065519325	0.12767608
GAB3	2.249471	2.1218047	0.12766623	1.2255201	0.23736538	0.087736905	0.12766623
FAM179B	2.5229554	2.6506011	-0.12764573	-2.021663	0.059851993	0.033450343	0.12764573
DMTF1	2.9910128	2.863373	0.12763977	2.9434643	0.0067172046	0.02577144	0.12763977
TMPPE	0.53719264	0.40960568	0.12758696	2.5785124	0.017082518	0.028722174	0.12758696
CD53	5.554458	5.426902	0.12755632	2.1108317	0.041092433	0.06594216	0.12755632
C16orf95	0.7792872	0.6517663	0.12752092	1.9820787	0.056482367	0.059565965	0.12752092
MRPS18B	3.8092284	3.6817102	0.12751818	1.4480089	0.15920998	0.098248586	0.12751818
FAM207A	3.1802537	3.0527468	0.12750697	2.0597074	0.046061818	0.06809596	0.12750697
ZNF84	1.4596692	1.3321682	0.12750101	1.390104	0.18312372	0.06696295	0.12750101
HGSNAT	2.8208501	2.9483263	-0.12747622	-2.1781347	0.042976737	0.03213943	0.12747622
ZHX3	0.8415608	0.96901494	-0.12745416	-2.688512	0.012512128	0.02944534	0.12745416
CCDC124	3.7834663	3.6560385	0.12742782	2.4783046	0.020143328	0.034314834	0.12742782
DHDH	0.26903918	0.3964526	-0.12741342	-3.2244096	0.004110895	0.01847539	0.12741342
DBNL	4.609955	4.4825816	0.12737322	1.8768296	0.07193853	0.05773083	0.12737322
AC092669.3	0.45779905	0.3304563	0.12734276	2.8262613	0.0073162327	0.03808396	0.12734276
ZNF283	0.6998328	0.827157	-0.12732422	-2.9215276	0.007212381	0.025428846	0.12732422
TCOF1	3.8777606	3.7504508	0.1273098	1.3423649	0.18681808	0.1655699	0.1273098
PPP1R35	2.715745	2.8430517	-0.1273067	-1.232076	0.23163004	0.108659774	0.1273067
KLRC1	2.9318414	3.0591345	-0.12729311	-0.84711134	0.4045661	0.2761639	0.12729311
GPN1	2.8692677	2.9964898	-0.12722206	-1.9918109	0.05953764	0.043749034	0.12722206
WAC	4.162336	4.035141	0.12719488	3.2234368	0.0026534458	0.027712684	0.12719488
GTPBP10	2.2161489	2.3433332	-0.12718439	-1.5654511	0.13446856	0.06074896	0.12718439
CTD-2319I12.2	0.47603792	0.3488579	0.12718001	2.0513768	0.056349188	0.03282513	0.12718001
PDE8A	1.7866522	1.6594822	0.12716997	2.1645217	0.040052213	0.043525126	0.12716997
RBM48	2.457443	2.5845964	-0.1271534	-2.574486	0.016697714	0.030235574	0.1271534
KIAA1522	0.36464673	0.23750654	0.1271402	3.0912962	0.0045771296	0.024025736	0.1271402
UGT2B17	0.13582842	0.26296398	-0.12713556	-1.9092324	0.072201736	0.041060332	0.12713556
IFT43	2.2797146	2.4068186	-0.12710404	-2.4218128	0.025876237	0.027306015	0.12710404
NFIA	1.7268692	1.5997834	0.1270858	1.7154067	0.09846688	0.06747552	0.1270858
CYP2D6	0.43617555	0.309135	0.12704057	3.0974941	0.003924343	0.027726527	0.12704057
TXLNG	2.817047	2.9440444	-0.12699723	-2.3421175	0.024892025	0.04820218	0.12699723
PLA2G12A	2.7691138	2.8961082	-0.12699437	-2.4392376	0.021333791	0.037417233	0.12699437
AP3M1	2.5112052	2.3842888	0.12691641	2.0303705	0.052484583	0.05051336	0.12691641
SHFM1	4.7538857	4.62701	0.12687588	2.0918274	0.04345441	0.060897958	0.12687588
MMD	2.9077759	2.7809362	0.12683964	1.2762432	0.2113002	0.13933176	0.12683964
RP4-816N1.6	1.2109215	1.337721	-0.12679946	-2.315819	0.028641831	0.03922712	0.12679946
CTD-2044J15.2	0.32230407	0.1955093	0.12679477	3.1577954	0.00380155	0.02347141	0.12679477
XPA	3.393292	3.520077	-0.12678504	-2.5846786	0.01969451	0.021356912	0.12678504
RP11-385F7.1	0.8940905	0.76730597	0.1267845	2.4557366	0.019564096	0.04117326	0.1267845
SPOCK1	0.2970636	0.17028375	0.12677984	2.5597303	0.017869357	0.028552333	0.12677984
EIF5A2	1.9388381	2.065608	-0.1267699	-1.5925311	0.13197526	0.046269737	0.1267699
C3orf62	2.1518002	2.0250375	0.12676263	2.4952557	0.019674165	0.03259887	0.12676263
DLG4	1.2117027	1.0850154	0.12668729	1.8891766	0.067142636	0.07134399	0.12668729
GRAP2	3.6415746	3.7682571	-0.12668252	-1.5013245	0.14243008	0.10895403	0.12668252
ZSWIM8	2.4055736	2.2789059	0.12666774	2.1036239	0.047444012	0.039685465	0.12666774
TMEM59	5.269558	5.142899	0.12665892	2.313218	0.02773536	0.043290026	0.12665892
ZFAND2A	3.345883	3.2192674	0.12661552	1.786663	0.08704648	0.057819217	0.12661552
HDAC6	2.2436638	2.1170516	0.12661219	2.0263467	0.05261619	0.051601674	0.12661219
HRH1	0.42348143	0.29690024	0.12658119	2.360879	0.023003628	0.05575132	0.12658119
IDH3A	2.9599698	2.8334353	0.12653446	1.6320412	0.11252171	0.08740191	0.12653446
CTC-228N24.3	2.645226	2.7717488	-0.12652278	-2.2906194	0.0322335	0.033952277	0.12652278
RP11-395P17.3	0.79549104	0.66899514	0.1264959	2.070973	0.050739516	0.04056415	0.1264959
TMEM234	1.8367345	1.7102758	0.12645876	2.3280585	0.02554301	0.0494776	0.12645876
RP11-413H22.2	1.9775192	1.8510671	0.12645209	1.7042726	0.10484063	0.052002527	0.12645209
FAM169A	1.4629554	1.5894011	-0.12644577	-2.0259197	0.04994525	0.06557215	0.12644577
CTD-2139B15.2	0.6678464	0.5414708	0.12637556	1.1993405	0.24168465	0.13135675	0.12637556
SNX14	3.0817142	2.9553413	0.12637281	2.2721066	0.03127087	0.041186552	0.12637281
HEATR1	2.2135954	2.0872335	0.12636185	2.5799563	0.01507853	0.034943145	0.12636185
CTC-232P5.1	0.47016674	0.34383276	0.12633398	3.4124377	0.0016693668	0.02342834	0.12633398
ODF3L1	0.3103007	0.18397687	0.12632383	2.6145985	0.012357246	0.048991334	0.12632383
EXD2	0.9601446	1.0864165	-0.1262719	-1.9691793	0.05842678	0.057253297	0.1262719
GAPVD1	2.9071987	2.7809377	0.126261	3.14896	0.0053699785	0.017275838	0.126261
PPP1R9A	0.3977029	0.52393895	-0.12623605	-1.8860937	0.075743034	0.040571738	0.12623605
ASNA1	3.9076095	3.7813804	0.12622905	1.9349835	0.06297762	0.05781136	0.12622905
FSD1	0.84072787	0.9669338	-0.12620592	-1.5125315	0.15108752	0.05034972	0.12620592
ARPC5L	4.200607	4.0744066	0.1262002	1.5523081	0.1346048	0.0728148	0.1262002
NFRKB	2.3961234	2.5223129	-0.12618947	-3.0405624	0.005374968	0.023475261	0.12618947
RRAD	0.644031	0.5178419	0.12618911	1.3542563	0.18361257	0.14512977	0.12618911
FBXL3	3.2166443	3.3428144	-0.12617016	-1.577303	0.13303816	0.054348525	0.12617016
ANGEL2	2.793585	2.6674247	0.12616038	2.6736188	0.014075666	0.025601706	0.12616038
RP11-173M1.8	0.60568905	0.47954825	0.1261408	2.58795	0.015904171	0.030430567	0.1261408
LINC00971	0.29078013	0.16464734	0.12613279	2.9558072	0.0057267738	0.029271659	0.12613279
CLCN5	1.0233271	0.89722997	0.12609714	1.6265757	0.121582486	0.052904364	0.12609714
DNAH1	1.2635081	1.137528	0.12598014	3.0749736	0.0038062823	0.0315735	0.12598014
PIGF	2.5460825	2.4201126	0.12596989	1.950372	0.06047093	0.059186153	0.12596989
MSANTD2	1.1972907	1.3232375	-0.12594688	-2.8865244	0.0061614737	0.03775494	0.12594688
AP3B1	3.1424832	3.016577	0.12590623	2.9519966	0.005717291	0.029696949	0.12590623
RNF40	2.6029649	2.4770684	0.12589645	1.7551072	0.09231943	0.05949321	0.12589645
RP11-403A21.2	1.2447056	1.3705792	-0.12587368	-0.52161163	0.60977685	0.3795674	0.12587368
C6orf226	3.198822	3.07296	0.12586212	4.2718363	0.00011585311	0.01803758	0.12586212
MPRIP-AS1	1.0713043	0.94547945	0.12582487	1.6854099	0.10085371	0.086992905	0.12582487
CDC25A	0.22325888	0.0974545	0.12580438	2.8837903	0.006271574	0.04335792	0.12580438
MRPS18A	3.010615	2.884828	0.12578702	1.5494093	0.13097939	0.09689039	0.12578702
RP11-544A12.8	2.9154665	2.7897363	0.12573028	1.8403742	0.07506174	0.06844042	0.12573028
OCRL	0.5748437	0.4491329	0.12571082	2.8136857	0.009175836	0.027041908	0.12571082
ETV2	1.1818906	1.3075924	-0.12570179	-2.2119062	0.03757661	0.036811274	0.12570179
MFSD11	3.0290596	2.9033713	0.12568831	3.2028165	0.003731523	0.020682367	0.12568831
CCL7	0.17635186	0.05067223	0.12567963	2.6254504	0.012335562	0.053656545	0.12567963
DMGDH	0.8671764	0.7415062	0.1256702	1.6401894	0.11855356	0.05219521	0.1256702
ASXL1	2.915551	2.7898974	0.1256535	2.5624528	0.014290075	0.04411571	0.1256535
ZCCHC24	0.7650162	0.63936913	0.12564707	1.3417901	0.19452947	0.08722108	0.12564707
CKS1B	3.0817761	2.9561508	0.12562537	1.5684562	0.1243202	0.13143824	0.12562537
KCNQ5	0.6618416	0.78744197	-0.1256004	-2.5273867	0.017647995	0.033514403	0.1256004
SLC22A23	0.28821403	0.4136858	-0.12547177	-2.4295194	0.025437512	0.026523374	0.12547177
LYPD6B	0.094496846	0.2199502	-0.12545335	-3.7211852	0.0021231216	0.010430219	0.12545335
DUSP18	2.166293	2.0408435	0.12544942	3.4691908	0.0012202491	0.028016826	0.12544942
PMS2	2.3953826	2.2699392	0.12544346	1.4663234	0.161894	0.05716133	0.12544346
RP11-102N12.3	1.5487769	1.4233571	0.12541974	1.1919234	0.24463236	0.12997091	0.12541974
APLF	1.0152133	0.8898039	0.12540936	2.1484091	0.042849943	0.038678177	0.12540936
SLC29A2	0.9212631	1.0466472	-0.12538409	-2.209819	0.03398153	0.050423782	0.12538409
STARD7	3.9137235	3.7883418	0.12538171	2.6369472	0.012631919	0.03576851	0.12538171
TMEM52	0.23647173	0.36183378	-0.12536205	-4.058957	0.0006164302	0.012040245	0.12536205
COQ3	1.131052	1.2564025	-0.12535048	-1.934937	0.06407061	0.052799072	0.12535048
TMEM175	2.5692403	2.4438982	0.12534213	1.7959436	0.08167023	0.07325195	0.12534213
RP11-867G23.4	0.38451675	0.25918922	0.12532753	2.0754294	0.052918702	0.03318033	0.12532753
SLC25A40	2.2247102	2.0993865	0.12532377	2.1805654	0.037465826	0.046139404	0.12532377
LGALS9C	0.8555943	0.9808912	-0.12529695	-0.8395744	0.41533643	0.13686423	0.12529695
SMDT1	5.187682	5.3129535	-0.12527132	-0.7669088	0.45412466	0.20400846	0.12527132
IFT122	1.1630515	1.2883013	-0.12524986	-2.7357302	0.011780468	0.02565836	0.12524986
AC010336.1	0.3347729	0.4600177	-0.1252448	-2.573429	0.018806824	0.023892378	0.1252448
DLEU7	0.74109083	0.6158521	0.12523872	1.3084203	0.20506577	0.09297902	0.12523872
CTB-13F3.1	0.57656455	0.45134208	0.12522247	2.148163	0.039246686	0.051473048	0.12522247
KCTD3	0.89522636	0.77002406	0.1252023	2.04675	0.049615476	0.052763954	0.1252023
HIP1	1.8048525	1.6796508	0.1252017	1.6654485	0.109447375	0.063828155	0.1252017
EIF3CL	0.7561802	0.63098526	0.12519497	1.40943	0.17321353	0.08219187	0.12519497
TTLL1	1.501987	1.6271695	-0.12518251	-1.8897104	0.07249129	0.04723326	0.12518251
ZBTB26	1.0083375	0.8831562	0.12518132	2.3632782	0.026606213	0.034293197	0.12518132
XPO1	3.3499036	3.2248168	0.12508678	2.0403607	0.05155031	0.048133463	0.12508678
RP11-427H3.3	2.9690018	3.0940545	-0.12505269	-2.1390605	0.041251566	0.04653769	0.12505269
CLSTN3	1.9000114	1.7749738	0.12503767	1.202255	0.23925763	0.14113674	0.12503767
CRY1	2.2216012	2.3466334	-0.12503219	-1.5180396	0.14787954	0.055221226	0.12503219
RP11-156K13.3	0.15516956	0.030186974	0.12498259	3.7136924	0.00063056196	0.027559137	0.12498259
GBAS	3.5574143	3.4324572	0.124957085	1.8787367	0.07341384	0.0495079	0.124957085
LEAP2	1.7038502	1.828801	-0.124950886	-2.2537374	0.029521812	0.06021318	0.124950886
LETM2	1.3837823	1.2588573	0.12492502	1.9138242	0.06722989	0.05213973	0.12492502
LEPRE1	2.4181347	2.2932107	0.124923944	2.242764	0.032662805	0.043705747	0.124923944
ZSCAN2	1.5813206	1.4564109	0.12490976	3.233035	0.0027487616	0.024807172	0.12490976
C1RL	1.9933913	1.868496	0.124895334	2.0025332	0.06075797	0.03551212	0.124895334
C2CD4D	0.3273269	0.4522208	-0.124893904	-2.2524571	0.03595535	0.0315262	0.124893904
OTUB1	4.2500086	4.1251297	0.12487888	2.4638762	0.019731985	0.03725207	0.12487888
L3MBTL1	0.94168544	0.8168517	0.12483376	2.3975196	0.02413846	0.034929816	0.12483376
HMGN2	5.91483	5.7900147	0.124815464	2.530755	0.015856136	0.04094441	0.124815464
ACTR1B	3.462743	3.587547	-0.12480402	-2.7073832	0.00989948	0.03997394	0.12480402
TSGA10	2.1301987	2.2549865	-0.12478781	-1.7380298	0.095325045	0.059610743	0.12478781
MZT2B	5.2961526	5.4209366	-0.12478399	-1.9691043	0.06869174	0.028084897	0.12478399
LPP-AS2	0.6390674	0.51428777	0.12477964	1.8428705	0.07913491	0.049754407	0.12477964
TRAPPC11	2.0868435	1.9620835	0.12476003	1.7396592	0.0959822	0.056093194	0.12476003
AKAP7	2.8336806	2.9584305	-0.1247499	-1.5444423	0.13899775	0.0616859	0.1247499
TRABD	4.389865	4.2651563	0.12470865	2.816752	0.008076114	0.031585526	0.12470865
PITPNM1	2.634866	2.5101626	0.12470341	1.4052768	0.17354864	0.086694635	0.12470341
RP1-111C20.3	0.15965895	0.03498708	0.12467188	4.2292266	0.00015172269	0.022994358	0.12467188
PTCHD1	0.2558786	0.13123171	0.12464689	3.4493287	0.0013023735	0.026891595	0.12464689
AAMDC	2.4057279	2.2810972	0.12463069	2.9081368	0.0063061104	0.030531207	0.12463069
DVL2	2.7171392	2.841741	-0.12460184	-1.7089757	0.09575908	0.08805632	0.12460184
CTSO	2.602206	2.4776137	0.124592304	1.5481424	0.1350442	0.073835306	0.124592304
ZNHIT1	4.5864487	4.461858	0.12459087	2.510133	0.017982073	0.034798343	0.12459087
THUMPD2	2.4010034	2.276417	0.124586344	2.5337043	0.01811856	0.030412441	0.124586344
XXbac-BPG181B23.7	0.930583	0.8060614	0.12452161	0.9283661	0.36539036	0.15745129	0.12452161
RP11-421L21.3	2.2335324	2.3580494	-0.124516964	-1.7902594	0.08469514	0.06239129	0.124516964
MKRN2	2.6349535	2.7594566	-0.124503136	-1.6698273	0.11194341	0.051180128	0.124503136
FAM117A	2.6664293	2.7908971	-0.12446785	-1.9786116	0.059555415	0.046967734	0.12446785
CFL1	7.094849	6.970401	0.1244483	1.916207	0.0687573	0.04578654	0.1244483
PKIB	0.83326596	0.95767957	-0.12441361	-1.2515904	0.22144435	0.12495668	0.12441361
RP11-386G11.5	1.8402965	1.7158914	0.124405146	1.3811308	0.1784136	0.1041276	0.124405146
IDH1-AS1	0.46013278	0.33573562	0.12439716	2.7411082	0.009334795	0.036003564	0.12439716
EXOG	2.877024	3.0014174	-0.12439346	-2.9180148	0.0056375437	0.038266096	0.12439346
RP11-128M1.1	0.36635813	0.24201073	0.1243474	2.213207	0.036242537	0.03954551	0.1243474
IGFBP6	0.8480723	0.972402	-0.124329686	-1.6371737	0.11018941	0.09340192	0.124329686
GPR137B	2.1140327	1.9897262	0.12430656	1.3565104	0.1889469	0.08873521	0.12430656
RP11-17M16.2	0.33965498	0.21537185	0.124283135	3.622998	0.0013543608	0.01617246	0.124283135
RPL39	8.819614	8.943877	-0.12426281	-3.17442	0.003021268	0.02728407	0.12426281
PYGO2	2.3208039	2.4450622	-0.12425828	-1.406628	0.17031075	0.10368273	0.12425828
AAGAB	2.5424805	2.41823	0.12425041	1.9447601	0.06230978	0.05323533	0.12425041
HMGN4	2.0115428	1.8873025	0.12424028	0.9001361	0.38096064	0.14963572	0.12424028
STARD3NL	3.3638418	3.239618	0.12422371	1.3598104	0.19138068	0.070614465	0.12422371
RP3-475N16.1	1.1369435	1.0127454	0.12419808	1.7822202	0.083802074	0.0737231	0.12419808
CTB-152G17.6	1.5410293	1.6652145	-0.124185205	-2.1034358	0.044259995	0.04826869	0.124185205
TMEM55A	2.729637	2.6054585	0.12417841	2.072808	0.046768054	0.0514932	0.12417841
AF196972.9	0.30758807	0.43175372	-0.124165654	-3.3796086	0.0021087641	0.020414205	0.124165654
RP11-290F5.1	0.343601	0.21950077	0.12410022	1.7335565	0.091852404	0.08010484	0.12410022
RBM27	3.5898557	3.713952	-0.12409639	-3.227816	0.0030728017	0.022354383	0.12409639
GPLD1	0.2812693	0.40532008	-0.124050766	-2.936918	0.006674088	0.025087887	0.124050766
LRP8	0.724543	0.60052913	0.12401384	2.3285584	0.02748243	0.038402144	0.12401384
BIK	1.5585984	1.434586	0.12401235	0.97251576	0.33717012	0.25884616	0.12401235
ZNF652	3.0399027	3.1639054	-0.124002695	-1.8686824	0.07944421	0.03692407	0.124002695
SLC2A4RG	3.0407977	3.1647804	-0.12398267	-1.8827031	0.06681751	0.081018366	0.12398267
KIAA0319L	2.8652234	2.741271	0.12395239	2.4542205	0.019239929	0.0415217	0.12395239
IKBKE	3.1911807	3.0672393	0.12394142	1.3450412	0.19415464	0.08097144	0.12394142
TMEM106B	3.1398325	3.2637708	-0.12393832	-1.740315	0.09584002	0.055401135	0.12393832
SEC23A	3.186737	3.0628228	0.12391424	2.0138953	0.057742603	0.0387004	0.12391424
ATP5G1	4.541766	4.4178944	0.1238718	2.7510242	0.010007684	0.029947693	0.1238718
MAST1	0.44497216	0.3211218	0.123850346	2.4693766	0.022350566	0.027586037	0.123850346
G6PC3	2.3836765	2.2598307	0.123845816	1.7134573	0.098600805	0.06517117	0.123845816
PROCR	0.84469694	0.96848315	-0.12378621	-1.7915623	0.08706554	0.052215602	0.12378621
ZMYND11	2.5444582	2.6682234	-0.12376523	-2.0408936	0.05797445	0.03035442	0.12376523
RP11-474G23.3	1.0927448	0.9689871	0.12375772	1.5157872	0.1517195	0.043705944	0.12375772
CDAN1	1.0395367	0.91578215	0.12375456	2.2057087	0.03639704	0.04077782	0.12375456
ZNF254	2.0844913	1.9607421	0.12374914	3.6184342	0.0009729949	0.019904364	0.12374914
PHLPP2	1.1521065	1.2757987	-0.123692155	-2.51458	0.018642962	0.031229664	0.123692155
