repeat	support_block	method	adjustment	n_overlap	overlap_lower	overlap_upper	roc_auc_overlap
2	qc_core	PCA pseudobulk	qc_core	156	0.23756089013108067	0.6582575430597346	0.9621897090251521
2	qc_core	PCA pseudobulk	unadjusted	156	0.23756089013108067	0.6582575430597346	0.9697517672201217
2	acquisition_structure	Frozen Geneformer	acquisition_structure	205	0.2917562506266353	0.51800163477352	0.9742816958006831
2	acquisition_structure	Frozen Geneformer	unadjusted	205	0.2917562506266353	0.51800163477352	0.978400642957605
2	acquisition_structure	Mean-HVG pseudobulk	acquisition_structure	205	0.2917562506266353	0.51800163477352	0.9903556359252561
2	acquisition_structure	Mean-HVG pseudobulk	unadjusted	205	0.2917562506266353	0.51800163477352	0.9892505525416917
2	acquisition_structure	PCA pseudobulk	acquisition_structure	205	0.2917562506266353	0.51800163477352	0.9745830821780189
2	acquisition_structure	PCA pseudobulk	unadjusted	205	0.2917562506266353	0.51800163477352	0.9763914004420333
2	processing_cohort	Frozen Geneformer	processing_cohort	86	0.2989070091605056	0.6281751820150504	0.8858842617631152
2	processing_cohort	Frozen Geneformer	unadjusted	86	0.2989070091605056	0.6281751820150504	0.9177934018388318
2	processing_cohort	Mean-HVG pseudobulk	processing_cohort	86	0.2989070091605056	0.6281751820150504	0.808004326663061
2	processing_cohort	Mean-HVG pseudobulk	unadjusted	86	0.2989070091605056	0.6281751820150504	0.9464575446187127
2	processing_cohort	PCA pseudobulk	processing_cohort	86	0.2989070091605056	0.6281751820150504	0.8880475932936722
2	processing_cohort	PCA pseudobulk	unadjusted	86	0.2989070091605056	0.6281751820150504	0.934559221200649
2	demographic	Frozen Geneformer	demographic	227	0.3562009496448111	0.7249826424057451	0.9688013136288999
2	demographic	Frozen Geneformer	unadjusted	227	0.3562009496448111	0.7249826424057451	0.9738916256157635
2	demographic	Mean-HVG pseudobulk	demographic	227	0.3562009496448111	0.7249826424057451	0.9801313628899836
2	demographic	Mean-HVG pseudobulk	unadjusted	227	0.3562009496448111	0.7249826424057451	0.9874384236453202
2	demographic	PCA pseudobulk	demographic	227	0.3562009496448111	0.7249826424057451	0.9760262725779967
2	demographic	PCA pseudobulk	unadjusted	227	0.3562009496448111	0.7249826424057451	0.9757799671592775
2	combined	Frozen Geneformer	combined	42	0.25222212594017956	0.5343804257973326	0.888888888888889
2	combined	Frozen Geneformer	unadjusted	42	0.25222212594017956	0.5343804257973326	0.8842592592592593
2	combined	Mean-HVG pseudobulk	combined	42	0.25222212594017956	0.5343804257973326	0.8125
2	combined	Mean-HVG pseudobulk	unadjusted	42	0.25222212594017956	0.5343804257973326	0.9236111111111112
2	combined	PCA pseudobulk	combined	42	0.25222212594017956	0.5343804257973326	0.912037037037037
2	combined	PCA pseudobulk	unadjusted	42	0.25222212594017956	0.5343804257973326	0.8819444444444444
3	cell_yield	Frozen Geneformer	cell_yield	192	0.3016001494689406	0.681418814326999	0.957054512139258
3	cell_yield	Frozen Geneformer	unadjusted	192	0.3016001494689406	0.681418814326999	0.9666743014200642
3	cell_yield	Mean-HVG pseudobulk	cell_yield	192	0.3016001494689406	0.681418814326999	0.972858451672011
3	cell_yield	Mean-HVG pseudobulk	unadjusted	192	0.3016001494689406	0.681418814326999	0.9853412734768667
3	cell_yield	PCA pseudobulk	cell_yield	192	0.3016001494689406	0.681418814326999	0.9596885020613833
3	cell_yield	PCA pseudobulk	unadjusted	192	0.3016001494689406	0.681418814326999	0.9721713238662391
3	qc_core	Frozen Geneformer	qc_core	165	0.2474125869006538	0.6890839678294906	0.940672963400236
