dim,mean,var,zero_frac
696,0.006208827,0.0004916104,0.0
697,0.097616136,0.0003352867,0.0
698,0.04707539,0.00045148382,0.0
699,0.0013057509,0.0021666703,0.0
700,-0.122448586,0.00079598895,0.0
701,-0.057548184,0.00036744878,0.0
702,-0.08400343,0.00040656351,0.0
703,0.0777689,0.0005719626,0.0
704,-0.036308262,0.0003374668,0.0
705,-0.20903252,0.00045377275,0.0
706,-0.065714404,0.00092099205,0.0
707,-0.11881511,0.00046307806,0.0
708,-0.106685616,0.00037601078,0.0
709,-0.03384505,0.00067182805,3.5536350132550586e-06
710,0.02167663,0.00037234026,7.107270026510117e-06
711,0.04402414,0.0015415828,0.0
712,0.01179002,0.00037321224,0.0
713,0.02813053,0.00044760518,0.0
714,-0.07877478,0.0005623375,0.0
715,0.042346183,0.0027637596,0.0
716,0.09540979,0.0005015997,0.0
717,-0.24139552,0.0006084564,0.0
718,-0.010066016,0.00055439194,0.0
719,-0.013191634,0.00055497856,0.0
720,0.035914056,0.0010152519,0.0
721,0.08855679,0.0009117351,0.0
722,-0.19002792,0.00074686226,0.0
723,0.20275043,0.00042398623,0.0
724,-0.03214047,0.00078531215,0.0
725,-0.060860865,0.00036403997,0.0
726,-0.06628285,0.0011326198,0.0
727,-0.096499175,0.0007115626,0.0
728,-0.029979242,0.0011755303,0.0
729,-0.0059400867,0.0003106942,0.0
730,-0.09846123,0.00031642502,0.0
731,-0.027239285,0.0009136309,0.0
732,0.11079071,0.0002677386,0.0
733,0.06129861,0.000838283,0.0
734,-0.1553994,0.0002752381,0.0
735,-0.039772,0.0007259012,0.0
736,-0.028066015,0.0009026563,3.5536350132550586e-06
737,0.1298097,0.00029103036,0.0
738,-0.64143896,0.0005536261,0.0
739,-0.050851993,0.0004937328,0.0
740,-0.15752079,0.0012782229,0.0
741,-0.035498317,0.0003429106,0.0
742,0.06548759,0.00061760645,0.0
743,-0.098429,0.0014325487,0.0
744,0.3893753,0.0016925221,0.0
745,-0.06954822,0.00071786775,0.0
746,-0.19083191,0.0003902488,0.0
747,0.041339673,0.00063199794,0.0
748,-0.11611323,0.00034149227,0.0
749,-0.14512077,0.0007292084,0.0
750,-0.027743082,0.00074184267,0.0
751,0.12177376,0.00042152795,0.0
752,0.14613643,0.0004958134,0.0
753,-0.017700672,0.0016113985,0.0
754,-0.14645897,0.00047445126,0.0
755,-0.07757807,0.00025510215,0.0
756,0.059896052,0.00080079393,0.0
757,-0.05990644,0.00049801776,0.0
758,-0.47547486,0.00053193216,0.0
759,-0.087436445,0.0009740928,0.0
760,-0.024807297,0.00052242266,0.0
761,0.041586544,0.00062040857,0.0
762,-0.13433413,0.00033963379,0.0
763,-0.24890412,0.0005918239,0.0
764,0.49734515,0.0022639758,0.0
765,-0.19356482,0.00027656363,0.0
766,-0.07848363,0.0002329156,0.0
767,0.10461114,0.00043281534,0.0
